1;6.313751515
2;2.91998558
3;2.353363435
4;2.131846786
5;2.015048373
6;1.943180281
7;1.894578605
8;1.859548038
9;1.833112933
10;1.812461123
11;1.795884819
12;1.782287556
13;1.770933396
14;1.761310136
15;1.753050356
16;1.745883676
17;1.739606726
18;1.734063607
19;1.729132812
20;1.724718243
21;1.720742903
22;1.717144374
23;1.713871528
24;1.71088208
25;1.708140761
26;1.70561792
27;1.703288446
28;1.701130934
29;1.699127027
30;1.697260887
31;1.695518783
32;1.693888748
33;1.692360309
34;1.690924255
35;1.689572458
36;1.688297714
37;1.68709362
38;1.68595446
39;1.684875122
40;1.683851013
41;1.682878002
42;1.681952357
43;1.681070703
44;1.680229977
45;1.679427393
46;1.678660414
47;1.677926722
48;1.677224196
49;1.676550893
50;1.675905025
51;1.67528495
52;1.674689154
53;1.674116237
54;1.673564906
55;1.673033965
56;1.672522303
57;1.672028888
58;1.671552762
59;1.671093032
60;1.670648865
61;1.670219484
62;1.669804163
63;1.669402222
64;1.669013025
65;1.668635976
66;1.668270514
67;1.667916114
68;1.667572281
69;1.667238549
70;1.666914479
71;1.666599658
72;1.666293696
73;1.665996224
74;1.665706893
75;1.665425373
76;1.665151353
77;1.664884537
78;1.664624645
79;1.664371409
80;1.664124579
81;1.663883913
82;1.663649184
83;1.663420175
84;1.663196679
85;1.6629785
86;1.662765449
87;1.662557349
88;1.662354029
89;1.662155326
90;1.661961084
91;1.661771155
92;1.661585397
93;1.661403674
94;1.661225855
95;1.661051817
96;1.66088144
97;1.66071461
98;1.660551217
99;1.660391156
100;1.660234326
